ts,id,x,y,z,devlon,devlat,devheight,tardistance,tarazim,tarpitch,tarheadangle,radialspeed,tarspeed,rcs,tartype,tarcatecred,threlevel,radtaskway,historydotnum,tacquality,tarrange,reserve,reporttime,devid
50:15.5,157,105.97669315765278,29.34984920456998,471.76469102781266,106.006832,29.35655,352,0,25576,225,1000,-850,900,0,4,0,1,0,0,0,0,0,13:04.2,1
50:17.5,157,105.97654194530003,29.3498236898215,473.81741243228316,106.006832,29.35655,352,0,25578,228,1100,-830,800,0,4,0,1,0,0,0,0,0,13:04.2,1
50:19.5,157,105.97637868186912,29.349801023983513,474.4630101826042,106.006832,29.35655,352,0,25581,228,1200,-820,800,0,4,0,1,0,0,0,0,0,13:04.2,1
50:21.5,157,105.97619769961847,29.34976362954352,473.424177297391,106.006832,29.35655,352,0,25581,225,1400,-850,800,0,4,0,1,0,0,0,0,0,13:04.2,1
50:23.5,157,105.9760141456806,29.34977249583333,472.6212869230658,106.006832,29.35655,352,0,25591,222,1700,-820,900,0,4,0,1,0,0,0,0,0,13:04.2,1
50:25.5,157,105.97583658967831,29.349761093428256,472.0995969902724,106.006832,29.35655,352,0,25597,220,1800,-810,900,0,4,0,1,0,0,0,0,0,13:04.2,1
50:27.5,157,105.97567613763125,29.349728709129455,472.7223740313202,106.006832,29.35655,352,0,25597,220,1900,-820,800,0,4,0,1,0,0,0,0,0,13:04.2,1
50:29.5,157,105.97549745038455,29.34968117377184,470.1150117777288,106.006832,29.35655,352,0,25595,214,1800,-850,900,0,4,0,1,0,0,0,0,0,13:04.2,1
50:31.5,157,105.97532724798124,29.34965227657006,475.2942415578291,106.006832,29.35655,352,0,25597,222,1600,-860,900,0,4,0,1,0,0,0,0,0,13:04.2,1
50:33.5,157,105.975178211155,29.349548961574133,479.91420133039355,106.006832,29.35655,352,0,25583,229,1100,-850,900,0,4,0,1,0,0,0,0,0,13:04.2,1
50:35.5,157,105.97501025450714,29.349500416774003,476.9366014795378,106.006832,29.35655,352,0,25581,223,800,-850,900,0,4,0,1,0,0,0,0,0,13:04.2,1
50:37.5,157,105.97483193256606,29.34948662083072,472.9980467548594,106.006832,29.35655,352,0,25586,214,800,-850,900,0,4,0,1,0,0,0,0,0,13:04.2,1
50:39.7,157,105.97465692710281,29.349505423952714,473.9145296122879,106.006832,29.35655,352,0,25597,215,1500,-850,900,0,4,0,1,0,0,0,0,0,13:04.2,1
50:41.5,157,105.97448068485089,29.349489905239466,473.6306496495381,106.006832,29.35655,352,0,25602,213,1800,-850,900,0,4,0,1,0,0,0,0,0,13:04.2,1
50:43.5,157,105.97431874123531,29.349425529929412,474.27316897176206,106.006832,29.35655,352,0,25596,213,1900,-850,900,0,4,0,1,0,0,0,0,0,13:04.2,1
50:45.5,157,105.97414552922461,29.34935837052265,471.18824659567326,106.006832,29.35655,352,0,25591,207,1800,-850,900,0,4,0,1,0,0,0,0,0,13:04.2,1
50:47.5,157,105.97397939060393,29.34931005844955,472.75753617845476,106.006832,29.35655,352,0,25588,208,1300,-850,900,0,4,0,1,0,0,0,0,0,13:04.2,1
50:49.5,157,105.97382578638964,29.349255547730433,474.61633918620646,106.006832,29.35655,352,0,25584,210,600,-830,900,0,4,0,1,0,0,0,0,0,13:04.2,1
50:51.5,157,105.97364305518234,29.34926552564277,476.52513377554715,106.006832,29.35655,352,0,25594,213,900,-850,900,0,4,0,1,0,0,0,0,0,13:04.3,1
50:53.5,157,105.97348016017013,29.34924165778102,477.12853393144906,106.006832,29.35655,352,0,25596,213,1300,-830,900,0,4,0,1,0,0,0,0,0,13:04.3,1
50:55.5,157,105.97330286893829,29.34919081171772,475.5546693019569,106.006832,29.35655,352,0,25594,209,1400,-850,900,0,4,0,1,0,0,0,0,0,13:04.3,1
50:57.5,157,105.97314059396865,29.34912508801408,474.2437390955165,106.006832,29.35655,352,0,25588,205,1400,-830,900,0,4,0,1,0,0,0,0,0,13:04.3,1
50:59.5,157,105.97296861610573,29.349093211491695,472.9132657414302,106.006832,29.35655,352,0,25589,202,1300,-830,900,0,4,0,1,0,0,0,0,0,13:04.3,1
51:01.5,157,105.97280039213446,29.349016622464568,475.52042005304247,106.006832,29.35655,352,0,25582,205,700,-860,900,0,4,0,1,0,0,0,0,0,13:04.3,1
51:03.5,157,105.97265041285137,29.34895284853136,479.71584423352033,106.006832,29.35655,352,0,25577,212,500,-850,900,0,4,0,1,0,0,0,0,0,13:04.3,1
51:05.5,157,105.97255412069161,29.34891610803725,478.1154422890395,106.006832,29.35655,352,0,25574,208,400,-850,800,0,4,0,1,0,0,0,0,0,13:04.3,1
51:07.5,157,105.97250859148843,29.34896118671152,476.5783840995282,106.006832,29.35655,352,0,25584,205,1000,-750,700,0,4,0,1,0,0,0,0,0,13:04.3,1
51:09.5,157,105.97246298246067,29.348969518088573,474.7444512154907,106.006832,29.35655,352,0,25587,202,1900,-580,500,0,4,0,1,0,0,0,0,0,13:04.3,1
51:11.5,157,105.97240943197681,29.348976144557373,478.55899568181485,106.006832,29.35655,352,0,25591,208,2800,-430,400,0,4,0,1,0,0,0,0,0,13:04.3,1
51:13.5,157,105.97231093958227,29.348979115234197,473.2592402594164,106.006832,29.35655,352,0,25595,199,3600,-350,400,0,4,0,1,0,0,0,0,0,13:04.3,1
51:15.5,157,105.97217703286299,29.34896210050924,471.3905784599483,106.006832,29.35655,352,0,25597,195,3300,-350,400,0,4,0,1,0,0,0,0,0,13:04.3,1
51:17.5,157,105.97201890663662,29.348877725507855,466.63243433553725,106.006832,29.35655,352,0,25588,186,1900,-380,500,0,4,0,1,0,0,0,0,0,13:04.3,1
51:19.5,157,105.971858664674,29.34877050455144,466.892990430817,106.006832,29.35655,352,0,25576,186,2100,-550,700,0,4,0,1,0,0,0,0,0,13:04.3,1
51:21.5,157,105.97169051805653,29.348729934700934,469.14268145058304,106.006832,29.35655,352,0,25575,188,2800,-700,800,0,4,0,1,0,0,0,0,0,13:04.3,1
51:23.5,157,105.9715279677185,29.348684266933375,482.26256404817104,106.006832,29.35655,352,0,25574,209,12000,-800,800,0,4,0,1,0,0,0,0,0,13:04.3,1
51:25.5,157,105.97136649423918,29.348613368316812,478.803240285255,106.006832,29.35655,352,0,25567,202,32400,-850,900,0,4,0,1,0,0,0,0,0,13:04.3,1
51:27.5,157,105.97118494062026,29.348617351846848,479.75645938143134,106.006832,29.35655,352,0,25575,203,1000,-850,900,0,4,0,1,0,0,0,0,0,13:04.3,1
51:29.5,157,105.97100145635989,29.34865974100679,476.54915769957006,106.006832,29.35655,352,0,25589,197,1800,-850,900,0,4,0,1,0,0,0,0,0,13:04.3,1
51:31.5,157,105.9708131482978,29.348688974157525,478.1805642154068,106.006832,29.35655,352,0,25602,198,2500,-850,900,0,4,0,1,0,0,0,0,0,13:04.3,1
51:33.5,157,105.97062998339489,29.348697397740256,477.39112530089915,106.006832,29.35655,352,0,25610,196,3000,-850,900,0,4,0,1,0,0,0,0,0,13:04.3,1
51:35.5,157,105.97046048453845,29.348537281961605,469.70874958112836,106.006832,29.35655,352,0,25589,183,2900,-850,1000,0,4,0,1,0,0,0,0,0,13:04.3,1
51:37.5,157,105.97027503202095,29.34847680558172,466.8178378501907,106.006832,29.35655,352,0,25586,177,2500,-870,1000,0,4,0,1,0,0,0,0,0,13:04.3,1
51:39.5,157,105.97015089241697,29.348357555243243,469.0545927034691,106.006832,29.35655,352,0,25570,180,6100,-860,1000,0,4,0,1,0,0,0,0,0,13:04.3,1
51:41.5,157,105.96996843617505,29.348471592197633,466.6738395318389,106.006832,29.35655,352,0,25596,176,6200,-850,1000,0,4,0,1,0,0,0,0,0,13:04.3,1
51:43.5,157,105.9698189217933,29.348471831416216,464.27159295696765,106.006832,29.35655,352,0,25602,171,3800,-810,900,0,4,0,1,0,0,0,0,0,13:04.3,1
51:45.5,157,105.96960783152748,29.348505381419145,464.4957545697689,106.006832,29.35655,352,0,25615,171,3100,-830,1000,0,4,0,1,0,0,0,0,0,13:04.3,1
51:47.5,157,105.96944429495042,29.34841335335839,468.9902083417401,106.006832,29.35655,352,0,25605,177,3100,-820,1000,0,4,0,1,0,0,0,0,0,13:04.3,1
51:49.5,157,105.96934534188418,29.348318215457258,472.9670784138143,106.006832,29.35655,352,0,25593,182,3100,-760,900,0,4,0,1,0,0,0,0,0,13:04.3,1
51:51.5,157,105.96920128147008,29.348266398080277,474.17724501062185,106.006832,29.35655,352,0,25590,184,2200,-760,900,0,4,0,1,0,0,0,0,0,13:04.3,1
51:53.5,157,105.96929496194575,29.348203181366422,477.1935602221638,106.006832,29.35655,352,0,25576,188,31400,-730,800,0,4,0,1,0,0,0,0,0,13:04.3,1
51:55.5,157,105.96928594805085,29.34816423896146,479.7860318021849,106.006832,29.35655,352,0,25570,192,32900,-580,600,0,4,0,1,0,0,0,0,0,13:04.3,1
51:57.5,157,105.9692851788305,29.34813047033588,479.82026964612305,106.006832,29.35655,352,0,25565,192,31200,-370,300,0,4,0,1,0,0,0,0,0,13:04.3,1
51:59.5,157,105.9693437043472,29.348146958617388,478.53401598520577,106.006832,29.35655,352,0,25565,191,28100,-110,300,0,4,0,1,0,0,0,0,0,13:04.3,1
52:01.5,157,105.96938646596799,29.34808278279554,485.66772079188377,106.006832,29.35655,352,0,25553,202,25500,60,300,0,4,0,1,0,0,0,0,0,13:04.3,1
52:03.5,157,105.9693555762288,29.348297040510882,484.4807700421661,106.006832,29.35655,352,0,25589,200,10600,120,500,0,4,0,1,0,0,0,0,0,13:04.3,1
52:05.5,157,105.96933977083728,29.34823996440874,483.5072808349505,106.006832,29.35655,352,0,25581,198,11000,20,500,0,4,0,1,0,0,0,0,0,13:04.3,1
52:07.5,157,105.96931751209698,29.34831879784341,484.58749342150986,106.006832,29.35655,352,0,25594,200,10900,50,500,0,4,0,1,0,0,0,0,0,13:04.3,1
52:09.5,157,105.96930627599062,29.348386641192317,477.71216305624694,106.006832,29.35655,352,0,25606,190,10400,70,500,0,4,0,1,0,0,0,0,0,13:04.3,1
52:11.5,157,105.96931564674263,29.348351869862523,476.2721641762182,106.006832,29.35655,352,0,25600,187,10200,30,400,0,4,0,1,0,0,0,0,0,13:04.3,1
52:13.5,157,105.96942400860668,29.348268677980016,474.9274914423004,106.006832,29.35655,352,0,25582,186,26500,50,500,0,4,0,1,0,0,0,0,0,13:04.3,1
52:15.5,157,105.96952669915545,29.348351407479,472.0238483659923,106.006832,29.35655,352,0,25592,182,7100,110,500,0,4,0,1,0,0,0,0,0,13:04.3,1
52:17.5,157,105.96963785001387,29.34832602189521,464.91391290258616,106.006832,29.35655,352,0,25584,171,21900,230,500,0,4,0,1,0,0,0,0,0,13:04.3,1
52:19.5,157,105.96973315592376,29.348287418649207,462.1744407033548,106.006832,29.35655,352,0,25574,168,21900,330,500,0,4,0,1,0,0,0,0,0,13:04.3,1
52:21.5,157,105.96975397273597,29.348302004853654,473.5127505036071,106.006832,29.35655,352,0,25576,185,21300,350,400,0,4,0,1,0,0,0,0,0,13:04.3,1
52:23.5,157,105.96976008615822,29.348309994852237,467.0701731592417,106.006832,29.35655,352,0,25577,175,21100,350,400,0,4,0,1,0,0,0,0,0,13:04.3,1
52:25.5,157,105.96978252224518,29.348305047302052,466.29584461729974,106.006832,29.35655,352,0,25575,174,21900,270,300,0,4,0,1,0,0,0,0,0,13:04.3,1
52:27.5,157,105.96974519354329,29.348333203181006,474.22509464994073,106.006832,29.35655,352,0,25581,186,22400,160,300,0,4,0,1,0,0,0,0,0,13:04.3,1
52:29.5,157,105.96970242497413,29.348409941928097,475.7168819718063,106.006832,29.35655,352,0,25595,188,9200,30,300,0,4,0,1,0,0,0,0,0,13:04.3,1
52:31.5,157,105.96969281617413,29.3484012035494,471.47289684973657,106.006832,29.35655,352,0,25594,182,8400,0,300,0,4,0,1,0,0,0,0,0,13:04.4,1
52:33.5,157,105.96971436308303,29.348296506243774,477.2102000238374,106.006832,29.35655,352,0,25576,191,8700,-30,300,0,4,0,1,0,0,0,0,0,13:04.4,1
52:35.5,157,105.96974873591621,29.348214574735376,476.81981509551406,106.006832,29.35655,352,0,25561,190,27800,-30,400,0,4,0,1,0,0,0,0,0,13:04.4,1
52:37.5,157,105.96974755648976,29.348234227083942,488.9384791823104,106.006832,29.35655,352,0,25565,209,28200,-50,300,0,4,0,1,0,0,0,0,0,13:04.4,1
52:39.5,157,105.96977695853937,29.348307121703343,482.3459969460964,106.006832,29.35655,352,0,25576,199,28000,-10,300,0,4,0,1,0,0,0,0,0,13:04.4,1
52:41.5,157,105.96986349842103,29.34833960668738,483.09287682175636,106.006832,29.35655,352,0,25578,201,27800,60,400,0,4,0,1,0,0,0,0,0,13:04.4,1
52:43.5,157,105.9699966742702,29.348428451699245,481.4969858955592,106.006832,29.35655,352,0,25588,199,15100,180,500,0,4,0,1,0,0,0,0,0,13:04.4,1
52:45.5,157,105.97014980035443,29.348481892531254,477.4097605003044,106.006832,29.35655,352,0,25591,193,16300,370,600,0,4,0,1,0,0,0,0,0,13:04.4,1
52:47.5,157,105.97031523816412,29.348531346841103,474.72172147780657,106.006832,29.35655,352,0,25593,190,16700,560,700,0,4,0,1,0,0,0,0,0,13:04.4,1
52:49.5,157,105.97049093591885,29.34854724068623,473.79766600299627,106.006832,29.35655,352,0,25589,190,19100,710,800,0,4,0,1,0,0,0,0,0,13:04.4,1
52:51.5,157,105.9706770020258,29.34856886746916,476.6619601286948,106.006832,29.35655,352,0,25586,195,19200,810,900,0,4,0,1,0,0,0,0,0,13:04.4,1
52:53.5,157,105.97083675421153,29.348607372127454,478.87178218364716,106.006832,29.35655,352,0,25587,199,19300,820,900,0,4,0,1,0,0,0,0,0,13:04.4,1
52:55.5,157,105.97100392973171,29.348650686475057,476.20517620723695,106.006832,29.35655,352,0,25588,196,19300,830,900,0,4,0,1,0,0,0,0,0,13:04.4,1
52:57.5,157,105.9711887214435,29.3486723526307,475.5773904211819,106.006832,29.35655,352,0,25584,196,19400,860,900,0,4,0,1,0,0,0,0,0,13:04.4,1
52:59.5,157,105.9713611873753,29.348697818194957,473.2813673792407,106.006832,29.35655,352,0,25582,193,19300,860,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:01.5,157,105.97152444645364,29.348724517259047,475.7829562379047,106.006832,29.35655,352,0,25581,198,19300,850,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:03.5,157,105.97169309402146,29.348761920960534,472.4839263735339,106.006832,29.35655,352,0,25581,194,19400,830,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:05.5,157,105.9718679263102,29.348819442616623,472.87046452984214,106.006832,29.35655,352,0,25584,196,19300,860,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:07.5,157,105.9720353709853,29.348875140609884,480.2978397672996,106.006832,29.35655,352,0,25587,209,19000,860,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:09.5,157,105.97219559743559,29.348904316252373,476.7117670234293,106.006832,29.35655,352,0,25586,204,18800,830,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:11.5,157,105.97236296105653,29.34894744264516,474.4416733663529,106.006832,29.35655,352,0,25587,201,18800,830,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:13.5,157,105.9725370547872,29.349013429882024,479.0660744840279,106.006832,29.35655,352,0,25592,210,18700,860,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:15.5,157,105.97269789501699,29.349042703426644,477.15942777786404,106.006832,29.35655,352,0,25591,208,18800,850,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:17.5,157,105.97287292608678,29.34905999470956,475.5546347890049,106.006832,29.35655,352,0,25587,206,19000,830,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:19.5,157,105.97305729484701,29.349046359215357,474.9329060809687,106.006832,29.35655,352,0,25577,206,19500,830,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:21.5,157,105.97322936451951,29.349111642529426,473.95195602532476,106.006832,29.35655,352,0,25582,205,19600,860,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:23.5,157,105.97339840365281,29.34915506031788,476.2214776072651,106.006832,29.35655,352,0,25583,210,19600,860,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:25.5,157,105.97355771529641,29.3492319291516,478.14221655391157,106.006832,29.35655,352,0,25591,215,19400,850,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:27.5,157,105.97373395096513,29.34924410960306,475.90565849188715,106.006832,29.35655,352,0,25586,212,19100,850,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:29.5,157,105.97390701235149,29.34923820065558,479.09889410901815,106.006832,29.35655,352,0,25578,219,19200,850,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:31.5,157,105.97406550626319,29.3493173413379,480.64226572122425,106.006832,29.35655,352,0,25586,223,19300,850,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:33.5,157,105.97424214877036,29.34937091100761,482.4356051394716,106.006832,29.35655,352,0,25589,227,19200,850,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:35.5,157,105.97440728561683,29.34941889296873,478.32855826895684,106.006832,29.35655,352,0,25591,221,19200,850,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:37.5,157,105.974561397425,29.3494729743382,477.39266581088305,106.006832,29.35655,352,0,25595,220,18800,830,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:39.5,157,105.97474218343848,29.349509781239068,477.61401151958853,106.006832,29.35655,352,0,25594,222,18600,850,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:41.5,157,105.97490601045946,29.349522942156337,471.77475230023265,106.006832,29.35655,352,0,25590,213,18900,850,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:43.5,157,105.97508316314556,29.34957896645812,476.5818721409887,106.006832,29.35655,352,0,25593,223,19000,860,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:45.5,157,105.9752376522701,29.349632648338766,476.25448834337294,106.006832,29.35655,352,0,25597,223,19000,830,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:47.5,157,105.97541180413496,29.34965958349787,479.20177470799536,106.006832,29.35655,352,0,25595,230,19100,830,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:49.5,157,105.97558550458245,29.349672591644357,471.61182884313166,106.006832,29.35655,352,0,25590,217,19100,850,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:51.5,157,105.97577014867484,29.349699385773317,474.2003645244986,106.006832,29.35655,352,0,25587,223,19300,850,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:53.5,157,105.97592731370318,29.349742349297614,472.9750197501853,106.006832,29.35655,352,0,25589,222,19400,850,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:55.5,157,105.97610170502352,29.349767062830757,474.96243409626186,106.006832,29.35655,352,0,25586,227,19500,830,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:57.5,157,105.97627062137562,29.34984257591013,473.3595040543005,106.006832,29.35655,352,0,25594,225,19200,860,900,0,4,0,1,0,0,0,0,0,13:04.4,1
53:59.5,157,105.97644745995909,29.349892258521344,472.93341583013535,106.006832,29.35655,352,0,25596,226,18900,870,900,0,4,0,1,0,0,0,0,0,13:04.4,1
54:01.5,157,105.97659659797709,29.34992495607897,470.8830502219498,106.006832,29.35655,352,0,25596,223,18700,860,800,0,4,0,1,0,0,0,0,0,13:04.4,1
54:03.5,157,105.9767704965335,29.34994698152954,469.92327319458127,106.006832,29.35655,352,0,25593,223,18900,850,900,0,4,0,1,0,0,0,0,0,13:04.4,1
54:05.5,157,105.97694720145222,29.34996179973216,470.6883266195655,106.006832,29.35655,352,0,25588,225,19200,860,900,0,4,0,1,0,0,0,0,0,13:04.4,1
54:07.5,157,105.97711473517936,29.350012023600687,473.7193474844098,106.006832,29.35655,352,0,25591,232,19300,860,900,0,4,0,1,0,0,0,0,0,13:04.4,1
54:09.5,157,105.97730374633224,29.350037808374573,484.88759105745703,106.006832,29.35655,352,0,25587,255,19400,860,900,0,4,0,1,0,0,0,0,0,13:04.4,1
54:11.5,157,105.97745971965769,29.3501194291815,482.14732633624226,106.006832,29.35655,352,0,25597,252,19200,850,900,0,4,0,1,0,0,0,0,0,13:04.5,1
54:13.5,157,105.9776212075908,29.350144375806547,479.19326798897237,106.006832,29.35655,352,0,25595,247,19000,850,900,0,4,0,1,0,0,0,0,0,13:04.5,1
54:15.5,157,105.97778431474329,29.350200901741132,476.2207775488496,106.006832,29.35655,352,0,25599,243,18800,850,900,0,4,0,1,0,0,0,0,0,13:04.5,1
54:17.5,157,105.97795651145054,29.350225676967252,473.2743143700063,106.006832,29.35655,352,0,25597,238,18800,850,900,0,4,0,1,0,0,0,0,0,13:04.5,1
54:19.5,157,105.97814090103113,29.350222536822585,479.44480677414685,106.006832,29.35655,352,0,25587,252,19300,850,900,0,4,0,1,0,0,0,0,0,13:04.5,1
54:21.5,157,105.97830502746338,29.35027403847638,475.67542104702443,106.006832,29.35655,352,0,25591,246,19400,850,900,0,4,0,1,0,0,0,0,0,13:04.5,1
54:23.5,157,105.97846325726226,29.350306334913693,470.07786898873746,106.006832,29.35655,352,0,25590,236,19400,830,800,0,4,0,1,0,0,0,0,0,13:04.5,1
54:25.5,157,105.97862821286765,29.350400553851422,471.4911539722234,106.006832,29.35655,352,0,25603,241,19300,850,900,0,4,0,1,0,0,0,0,0,13:04.5,1
54:27.5,157,105.97880400312758,29.350421399829447,473.99597179796547,106.006832,29.35655,352,0,25599,247,19000,850,900,0,4,0,1,0,0,0,0,0,13:04.5,1
54:29.5,157,105.97897697679862,29.35049402759283,479.088953288272,106.006832,29.35655,352,0,25606,259,18600,860,900,0,4,0,1,0,0,0,0,0,13:04.5,1
54:31.5,157,105.97914909719708,29.35048207557141,476.4968769066036,106.006832,29.35655,352,0,25595,255,19000,850,900,0,4,0,1,0,0,0,0,0,13:04.5,1
54:33.5,157,105.97931742002908,29.350528812728456,478.6348347850144,106.006832,29.35655,352,0,25598,262,19200,850,900,0,4,0,1,0,0,0,0,0,13:04.5,1
54:35.5,157,105.97948616733336,29.350563319876173,474.43881102185696,106.006832,29.35655,352,0,25597,254,19300,860,900,0,4,0,1,0,0,0,0,0,13:04.5,1
54:37.5,157,105.97966025003048,29.350596600949057,480.4560801163316,106.006832,29.35655,352,0,25596,269,19300,850,900,0,4,0,1,0,0,0,0,0,13:04.5,1
54:39.5,157,105.97997317027104,29.35110200337124,447.5760808493942,106.006832,29.35655,352,0,25697,203,14700,860,1300,0,4,0,1,0,0,0,0,0,13:04.5,1
54:41.5,157,105.98002357235833,29.350991096365075,446.47833799012005,106.006832,29.35655,352,0,25669,201,15600,830,1200,0,4,0,1,0,0,0,0,0,13:04.5,1
54:43.5,157,105.98003043361342,29.351340849244274,424.6552648199722,106.006832,29.35655,352,0,25749,154,14700,760,1300,0,4,0,1,0,0,0,0,0,13:04.5,1
54:45.5,157,105.97991509249954,29.35124245684273,412.4257865631953,106.006832,29.35655,352,0,25732,127,14000,570,1200,0,4,0,1,0,0,0,0,0,13:04.5,1
54:47.5,157,105.97994178103737,29.35133071783352,395.13206849526614,106.006832,29.35655,352,0,25751,91,13100,420,1100,0,4,0,1,0,0,0,0,0,13:04.5,1
54:49.5,157,105.97994035793224,29.351014366773708,398.6063108853996,106.006832,29.35655,352,0,25678,98,29100,110,1200,0,4,0,1,0,0,0,0,0,13:04.5,1
54:51.5,157,105.97997557004945,29.350964459090896,401.6551422867924,106.006832,29.35655,352,0,25665,104,29200,10,1000,0,4,0,1,0,0,0,0,0,13:04.5,1
54:53.5,157,105.97996167676844,29.350633891712516,401.0686114653945,106.006832,29.35655,352,0,25589,103,29500,-130,1200,0,4,0,1,0,0,0,0,0,13:04.5,1
54:55.5,157,105.97993548517356,29.35043077215762,398.8876603683457,106.006832,29.35655,352,0,25544,98,29400,-300,1200,0,4,0,1,0,0,0,0,0,13:04.5,1
54:57.5,157,105.97997295924324,29.35023900223633,403.84221978578717,106.006832,29.35655,352,0,25499,108,29400,-200,1200,0,4,0,1,0,0,0,0,0,13:04.5,1
54:59.5,157,105.97998373639022,29.350033175020585,404.19864970538765,106.006832,29.35655,352,0,25452,109,29400,-280,1200,0,4,0,1,0,0,0,0,0,13:04.5,1
55:01.5,157,105.97997429796597,29.349894647305483,402.99682140816003,106.006832,29.35655,352,0,25421,106,29400,-250,1100,0,4,0,1,0,0,0,0,0,13:04.5,1
55:03.5,157,105.97992429126435,29.349786949921064,406.0160045400262,106.006832,29.35655,352,0,25399,112,29500,-320,900,0,4,0,1,0,0,0,0,0,13:04.5,1
55:05.5,157,105.97984704439405,29.34973071188021,409.3346277931705,106.006832,29.35655,352,0,25391,119,29800,-320,700,0,4,0,1,0,0,0,0,0,13:04.5,1
55:07.5,157,105.97973925594252,29.349767505859965,412.41153989732265,106.006832,29.35655,352,0,25405,125,30800,-330,600,0,4,0,1,0,0,0,0,0,13:04.5,1
55:07.5,74,105.98220205024106,29.351197722918513,466.6762040723115,106.006832,29.35655,352,0,25607,265,19500,850,900,0,0,0,1,0,0,0,0,0,13:04.5,1
55:09.5,157,105.9795938042992,29.349753342948553,411.93250074610114,106.006832,29.35655,352,0,25410,123,30700,-380,600,0,4,0,1,0,0,0,0,0,13:04.5,1
